sentence,emotion
ive tried to recapture your heart when all along youve proven yourself anything but amorous for every reason youve given me to try and love you for once ive forgiven myself for hardly feeling glamorous,joy
i wanted to put this feeling of carefree lounging in a bottle to be remembered during the upcoming stressful school year,joy
i feel incredibly worthless and terrible and the only thing that gives me any pleasure is mainlining cable tv,sad
i always feel useful when im blogging even if i should be studying instead,joy
i should have aborted my child i say you will never know what true love is you will never know the joy i feel you will never hold this sweet little girl in your arms and know what true unconditonal love is and i feel sorry for you,joy
i hover my mouse over the publish post button feeling doubtful or embarrassed ill remember the knitting gorilla and immediately hit click,fear
i feel content haha,joy
i have a feeling that some of you are surprised i didnt get to posting anything about robinson canos epic home run de,suprise
i feel like my age makes my opinions less valuable my time worth less and my needs too costly,joy
i feel slightly pathetic that i was so worn out after five miles but i think i was seriously in my worst shape ever,sad
im feeling more like im just being beaten up in my chest,sad
